,Projekt ID,Projekttitel,url_new,Projektstatus,year_start,year_end,SAP Interne Organisationen,corpus_EN,Projektmitarbeit,Projektleitung
1221,54964,Schulführungsmodelle,https://www.hslu.ch/de-ch/hochschule-luzern/forschung/projekte/detail/?pid=4085,Abgeschlossen,2018,2020,CC Public and Nonprofit Management,"school governance models The researchers involved in the ""School Management Models"" project are examining school units and school communities in the cantons of Lucerne and Zurich. They develop suitable management models for practice. The various school management models are described in relation to local conditions and political frameworks, and their advantages and disadvantages are analysed. Based on this, the researchers present context-specific school management models with their functionality and efficiency. To date, the presentation and theoretical description of inductively developed and municipally realized school management models is a research desideratum. Due to the different legal frameworks in the cantons of Lucerne and Zurich, as well as municipal and individual school needs, it can be assumed that, depending on the actors involved (schools and school administrations, managing directors, school managers, school administrators, education commissions, school administration, heads of the elementary school education departments or the elementary school authority, those responsible for day-to-day structures, leaders of music schools) the management organization and practice is implemented in a variety of ways. The modes of action coordination should be expanded by new findings and cause-and-effect relationships to increase efficiency should be recognized and used."," Bonhage Barbara,  van der Heiden Nico,  Kessler Oliver,  Stucki-Sabeti Shiva", Willisegger Jonas
1222,40259,Digitale Arbeit und Regionalentwicklung,https://www.hslu.ch/de-ch/hochschule-luzern/forschung/projekte/detail/?pid=3470,Abgeschlossen,2016,2017,CC Regionalökonomie,Digital work and regional development Spatial effects of the digitization of the working world The fourth industrial revolution based on cyber-physical systems will fundamentally change the world of work. It can be assumed that the changes due to digitization and robotization will have an impact on the spatial distribution of jobs and workers and will thus have a new impact on the development of regions. But what are the possible spatial effects? Project goal: Form hypotheses regarding the spatial effects of digitization and robotization of the working world in order to check them in follow-up projects and to derive fields of action for regional development and politics.," Hauser Christoph,  Willimann Ivo,  Baumann Sheron", Käppeli Stephan
1223,53658,Kanton Uri: Chancen und Risiken der Digitalisierung,https://www.hslu.ch/de-ch/hochschule-luzern/forschung/projekte/detail/?pid=4028,Abgeschlossen,2018,2018,CC Regionalökonomie,"Canton of Uri: Opportunities and risks of digitization The opportunities and risks of the digital transformation are analyzed taking into account the specific starting point of the canton of Uri. Based on this, scope for action is reflected upon and recommendations are derived. The fourth industrial revolution will fundamentally change the world of work. The government of Uri sees the “digital revolution – in the economy and in social processes” as one of the issues that will determine strategy in the coming decade. She is of the opinion that – in order to push central developments in the next few years – a basic attitude of the actors is necessary, which is based on the further development of their own strengths and develops a positive inner dynamic. The project analyzes the opportunities and risks of digital transformation for the canton of Uri, taking into account the canton's specific starting point. Based on this, scope for action is reflected and recommendations for action are derived. On the one hand, the targeted involvement of selected actors in the canton ensures that regional knowledge is integrated. On the other hand, there is a sensitization of the actors to the aspects of digital change and presumably an increase in their agility in dealing with the digital transformation."," Schäfer Adrienne,  Lötscher Alex,  Liebrich Andreas,  Bonhage Barbara,  Hauser Christoph,  Oehri Isabelle,  Willimann Ivo,  Z'Rotz Jana,  von dem Berge Karina,  Windler Katharina,  Jehle Kathrin,  Huber Sebastian,  Imhof Sebastian,  Baumann Sheron", Käppeli Stephan
1224,5733,Bildband “Willisau And All That Jazz”,https://www.hslu.ch/de-ch/hochschule-luzern/forschung/projekte/detail/?pid=832,Abgeschlossen,2012,2013,Forschungsschwerpunkt Performance,"Illustrated book “Willisau And All That Jazz” The illustrated book ""Willisau And All That Jazz"" presents a comprehensive, chronologically arranged collection of photographs and concert posters on the subject of jazz in Willisau between 1966 and 2013, with German and English annotations. The concert series ""Jazz in Willisau"" (since 1966) organized by Niklaus Troxler and the ""Jazz Festival Willisau"" (since 1975), also initiated by Troxler, made the small town of Willisau in the Lucerne hinterland an internationally renowned center for advanced jazz and improvised music. Free jazz pioneers (including Cecil Taylor, Irène Schweizer, Pierre Favre, Ornette Coleman) shaped 'Willisau', as did various fusion styles (OM, Chick Corea, Bill Frisell, Jack DeJohnette) and modern jazz legends (Max Roach, Horace Silver, Dexter Gordon, Keith Jarrett, Betty Carter, McCoy Tyner). The concerts and festival life were documented by well-known Swiss photographers (including Andreas Raggenbass, Markus Di Francesco, Emanuel Ammon, Dany Gignoux, Francesca Pfeffer). The concert organizer and graphic artist Niklaus Troxler shaped the look of the events with his innovative and award-winning concert posters. The photos and posters are of consistently high photographic and design quality; their documentary value for jazz history is significant. The picture section is supplemented by a chronicle in which Troxler presents his memories of jazz in Willisau."," Grosse Franka,  Huber Jürg,  Gsteiger Tom", Senn Olivier
1225,81068,Weiterentwicklung NRP Investitionsförderung,https://www.hslu.ch/de-ch/hochschule-luzern/forschung/projekte/detail/?pid=5988,Abgeschlossen,2020,2021,CC Corporate Finance,"Further development of the NRP investment promotion The point is that the current practice of NRP investment promotion is assessed. Joint project with Rütter Soceco and EBP. The aim of the present study is to develop and formulate proposals and recommendations for the design of the NRP investment promotion from 2024 onwards. The study focuses on the financing instruments of the NRP. Recommendations and proposals for the type of financial aid are to be developed (àfp, loans, other possible financing instruments such as guarantees). In addition, an assessment should be made as to why federal intervention with the help of an investment promotion instrument makes sense or is necessary and what the advantages and disadvantages of such an intervention are. The project team recommends that the federal government continue to fund infrastructure projects in the future. A number of possible measures are recommended for the future structuring of federal loans (particularly chronological separation of bank and NRP amortizations, in some cases bringing maturities closer to infrastructure lifecycles, postponement of debt service for new construction projects).",, Lütolf Philipp
1226,78295,Kompass kommunale Alterspolitik,https://www.hslu.ch/de-ch/hochschule-luzern/forschung/projekte/detail/?pid=6018,Laufend (Aktiv),2020,2022,"Institut Sozialmanagement, Sozialpolitik und Prävention Forschung","Compass municipal age policy The project aims to sensitize decision-makers in communities to the scope of age-political issues and to motivate them to approach the community's active control task with a well-founded strategy. The growing number of elderly people poses major challenges for Swiss communities. The design of a municipal age policy requires a high level of competence in the development of strategies in this policy area from those responsible. The aim of the project of the Lucerne University of Applied Sciences and Arts (HSLU) in cooperation with Pro Senectute Switzerland is to provide those responsible in the community with evidence-based decision-making bases for the strategic orientation and planning of a comprehensive and future-oriented age policy. The focus is on small and medium-sized communities. In the course of the project, six analysis tools will be developed, which will be integrated into the standardized process model ""Kompass municipal age policy"". The process model prepares the decision-making process for a comprehensive communal age policy. The instruments and the model are being developed together with the main implementation partner Pro Senectute Switzerland, four cantonal Pro Senectute organizations and five model communities. The research and development process is divided into three phases: (1) development of the ""toolbox analysis instruments"", (2) prototyping with the model communities and (3) consolidation of the process model. After the project has been completed, a process model that has been tested in practice (Kompass municipal aging policy) and a set of six tools will be available, which the main implementation partner Pro Senectute will use in municipalities."," Eckerlein Christian,  Granwehr Eva,  Da Rui Gena,  Fuchs Gesine,  Abbas Marina,  Riedweg Werner"," Stremlow Jürgen,  Schnyder Burghartz Albert"
1227,72258,Lebenszykluskosten – eine effiziente und breite Anwendung,https://www.hslu.ch/de-ch/hochschule-luzern/forschung/projekte/detail/?pid=4267,Abgeschlossen,2019,2020,ZIG Zentrum für Integrale Gebäudetechnik,"Life cycle costs - an efficient and wide application The consideration of the life cycle costs has been proven to be an essential part of sustainable planning in the building sector. The most important sustainability labels specify the life cycle costs LZK as a mandatory indicator for new buildings, as does the Swiss Sustainable Building Standard SNBS, a valuable sub-instrument for implementing the Federal Council's energy policy and sustainability strategy. Various tools with different approaches are available to determine the life cycle costs (LCC). These are partly based on a quantitative method (e.g. IFMA tool) and partly on a qualitative assessment (e.g. LZK tool of the Canton of Berne, SNBS for smaller buildings). Despite the recognized quality of the tools, architects and project developers still have high reluctance to use them because the effort required for a comprehensive assessment can seem cumbersome and the added value of the analysis is not immediately identifiable. The LZK calculation using the IFMA tool, which is mandatory for larger SNBS projects, is usually only carried out by proven specialists. Minimizing the effort when architects, specialist planners, builders or investors first approach the LZK using a simplified and lean LZK approach therefore seems crucial. Ultimately, it would contribute to an increased application of a sustainable LZK consideration and thus to the sustainable development of the building stock. The integration of the new LZK approach in the SNBS would also promote an increase in the number of certifications. The aim of the project is the formulation of a simple, comprehensible approach to the LZK consideration. With a relatively small expenditure of time, through selected information on the profitability of a construction project and by answering simple questions that can also be understood by inexperienced users, concrete statements on the LZK of a construction project or a variant analysis should be able to be created. From a sustainability point of view, less relevant investments should be identified and avoided in an early phase of the construction project, or necessary measures can be initiated. The desired LZK approach should be based on the proven properties of the existing tools. With the work, proposals for its adaptation - in the sense of a simplified application - are delivered. In a future step, the integration of several tools in the SNBS assessment could be checked. The project was created in cooperation between the Lucerne University of Applied Sciences and Arts and CSD Ingenieure AG (PL), it is funded by the Federal Office of Energy SFOE and supported by other business partners."," Settembrini Gianrico,  Menti Urs-Peter", King Marvin
1228,81264,Holistisches Kostenmanagement,https://www.hslu.ch/de-ch/hochschule-luzern/forschung/projekte/detail/?pid=5673,Abgeschlossen,2020,2021,CC Controlling,"Holistic cost management The Covid-19 pandemic has hit many companies hard financially. In companies, the focus is increasingly on controlling in order to successfully steer the company out of the crisis with holistic cost management. The economic environment has changed radically for many companies in recent months. Numerous companies are confronted with massive declines in sales and major cost problems, and there is no end in sight. The decision-makers have to react with holistic cost management in order to cushion the economic situation and to ensure the continuation of the company. Those responsible in the controlling departments face the challenge of using the right cost instruments to adjust the cost level and cost structure. In addition, the VUCA world and the digital transformation of business models are driving the complexity of classic cost management. Overall, cost management in companies must be agile in order to ensure rationality."," Keimer Imke,  Behringer Stefan", Egle Ulrich
1229,82600,Orgelinventar des Kantons Uri,https://www.hslu.ch/de-ch/hochschule-luzern/forschung/projekte/detail/?pid=5827,Laufend (Aktiv),2021,2024,Music Performance Research Projekte,"Organ inventory of the canton of Uri The aim of the research project is to make an inventory of all organs in the canton of Uri and to research the sources of their organ building history. The scientifically documented organ history of the canton of Uri is only known in very general terms to this day. Instruments are said to have existed in the canton of Uri as early as the threshold of the 17th century. Since the Uri valleys did not have any local organ building workshops until the middle of the 18th century, various craftsmen from different backgrounds worked there, which resulted in a rich variety of instruments. The branch in Altdorf in 1783 by Franz Joseph Bouthillier (1737-1828) from Dinkelsbühl in Germany, who built two large organs in the parish church of Schwyz and in the monastery church of Einsiedeln, was important for the organ landscape in Central Switzerland. Johann Joseph Jauch, born in Isenthal in 1808, also ran a popular workshop in Altdorf. The situation changed towards the end of the 19th century, when modern organized organ building companies from other cantons assumed a certain monopoly position in the churches of Uri: the Goll company (Lucerne) between 1893 and 1936, the Cäcilia company of Alfred Frey (Lucerne) from 1958 until 1970 and later the Mathis company (Näfels), which built the youngest organ in the canton of Uri in the parish church of Bürglen in 2016. Thanks to the commitment of monument conservator Dr. Thomas Brunner has now been able to carry out an inventory of the organs in the canton of Uri on a scientific basis and thus on the one hand to record the cultural and historical value of these instruments and on the other to make them aware. Lea Ziegler Tschalèr, main organist of the parish church in Altdorf, and the Uri Church Music Association have already declared their active support for the research project, including through commented concerts, so that the publicly funded organ inventory can be presented to the public in a sustainable manner.", Brandazza Eva, Brandazza Marco
1230,4104,Wohnpräferenzen,https://www.hslu.ch/de-ch/hochschule-luzern/forschung/projekte/detail/?pid=305,Abgeschlossen,2009,2012,CC Regionalökonomie,"housing preferences Development of a survey, benchmarking and early detection system to analyze the demand-side living location preferences of households at the municipal and regional level in Switzerland. The targeted consideration of the housing preferences of households on the demand side is of central importance, both for the public sector (e.g. in location promotion or in strategic community development) and for companies (e.g. in the real estate industry in the planning and marketing of building projects or for banks in the real estate appraisal). It is therefore all the more astonishing that these market players in Switzerland have so far had no such information and analyzes at their disposal. The aim of the CTI project is the development of a survey, benchmarking and early detection system for the empirical analysis of the demand-side residential location preferences of households at the municipal and regional level in Switzerland."," Zingre Hanspeter,  Inderbitzin Jürg,  Briner Matthias,  Käppeli Stephan", Delbiaggio Katia
1231,4248,Online/Offline: Integrierte Kommunikation und Digitalisierung,https://www.hslu.ch/de-ch/hochschule-luzern/forschung/projekte/detail/?pid=562,Abgeschlossen,2011,2012,CC Unternehmens-Kommunikation,"Online/Offline: Integrated communication and digitization The overarching goal of the project is the further development of communication planning in companies and institutions against the background of changed requirements resulting from the digitization and medialization of communication. The transformation of the communication markets that can be observed and the changes in the communication behavior of consumers have extensive effects on the planning and implementation of communication in companies. On the strategic-planning level, the current shift in power to control communication messages and, in particular, media distribution away from the company to the collective leads to the need for a further development of previous communication concepts. The classic inside-out planning concepts must be supplemented by outside-in perspectives in order to take account of the changed role and power of the former communication recipients. The diverse communication options and the existing uncertainties also require adaptable communication planning in order to be able to react quickly to changes. The overarching research question addressed by the project is to find out how the content of communication planning can be further developed at a strategic level against the background of the digitization of communication and which organizational, structural and system-specific measures are necessary for its implementation. The knowledge gained flows into the ""Online/Offline 3"" project."," Schaffner Dorothea,  Fleck Matthes,  Mohr Seraina,  Fries Tobias,  Stalder Ursula", Boenigk Michael
1232,56926,Lifestyle Change durch nachhaltige und personalisierte Interventionen,https://www.hslu.ch/de-ch/hochschule-luzern/forschung/projekte/detail/?pid=4151,Abgeschlossen,2018,2021,CC Service & Operations Management,"Lifestyle change through sustainable and personalized interventions Development of a ""Lifestyle Change Toolbox"" that improves the quality of service of intervention programs for the prevention or treatment of metabolic syndrome, diabetes and cholesterol. The Lifestyle Change Toolbox to be developed addresses a central challenge in the healthcare sector: sustainable lifestyle changes to prevent and cure people suffering from metabolic syndrome, diabetes and cholesterol. By personalizing interventions based on motivation types and connecting service providers in the health ecosystem, the efficiency and sustainability of the interventions are increased. The insights gained from personalization also provide the basis for digitizing customer interactions. This leads to an increase in service quality for those affected."," Zimmermann Anja,  Dissler Judith,  von dem Berge Karina,  Jehle Kathrin,  van der Heiden Nico,  Kessler Oliver", Schäfer Adrienne
1233,79381,Wertschöpfung und regionalwirtschaftliche Bedeutung SSBL,https://www.hslu.ch/de-ch/hochschule-luzern/forschung/projekte/detail/?pid=5588,Abgeschlossen,2020,2021,CC Regionalökonomie,"Added value and regional economic importance SSBL Study on value creation and regional economic importance of the Foundation for Severely Disabled Lucerne SSBL The study to be drawn up examines the added value and the economic, regional importance of the Foundation for the Severely Disabled Lucerne SSBL, including its upstream and downstream companies along the value chain. Parameters such as jobs, sales generated and added value generated are shown. Furthermore, selected catalytic or intangible regional economic effects of the SSBL are qualitatively described in the study."," Hanisch Christoph,  Z'Rotz Jana,  Eichenberger Marco,  Bruni Stefan", Egli Hannes
1234,72218,Branchenspiegel Holzwirtschaft Zentralschweiz,https://www.hslu.ch/de-ch/hochschule-luzern/forschung/projekte/detail/?pid=4261,Abgeschlossen,2019,2020,CC Regionalökonomie,"Industry report for the timber industry in Central Switzerland Study on the regional economic importance of the timber industry in Central Switzerland The study to be drawn up examines the economic, regional importance of the timber industry in Central Switzerland, including its upstream and downstream companies along the value chain. Parameters such as jobs or the turnover generated and the added value generated are presented and – if possible – compared with other sectors in Central Switzerland and in comparison with the wood sector in Switzerland as a whole."," Hanisch Christoph,  Z'Rotz Jana", Egli Hannes
1235,85016,Zentralschweizer Tourismus Observatoriums – erster Pilot,https://www.hslu.ch/de-ch/hochschule-luzern/forschung/projekte/detail/?pid=6015,Abgeschlossen,2021,2022,CC Tourismus,"Central Switzerland Tourism Observatory – first pilot Data is the most important basis for customer-oriented service provision in tourism. The availability, topicality, completeness and quality of the data determine the visibility and business success of tourism organizations and service providers. The future development and competitiveness of the Lucerne Lake Lucerne Region is to be strengthened through data-based, more objective decision-making at all levels, ie authorities, tourism organizations and individual service providers. The overarching long-term goal of the project is the step-by-step establishment (ie planning, development and commissioning) of a Central Swiss Tourism Observatory (ZTO), which makes the data relevant to tourism available and usable. Systematic surveys, analyses, data and their processing and above all their integration serve as a basis for target group and market decisions, the development of offers, the management of guests on site and the associated strategic control and regulation. Since 2018, the Institute for Tourism and Mobility has been involved on several levels and as part of various projects in developing the basis for a gradual development of the ZTO for the region. In order to achieve this objective, an interdisciplinary team is working on the following sub-goals as part of this project: On the one hand, a business model is to be developed and, on the other hand, a system architecture is to be designed. In addition to the design of the cooperation relationships with the relevant partners, the focus is on the development of a pilot application, which serves as the basis for submitting an application as a third-party funded project and as a draft for the further development of the ZTO. Subsequently, a concrete application example is to be implemented as a prototype as proof of feasibility of the conceptual system architecture. Furthermore, cooperation is to take place with the university's existing ""Smart Region Lab"" (https://sites.hslu.ch/smartregion/) so that the ZTO prototype can provide the data basis for their innovative data visualizations. Thus, the technical concept is already empirically supported. The Central Swiss Tourism Observatory integrates the observations obtained from the frequencies, movements, outputs, etc. from various sources in an innovative and reliable platform. The central Swiss data infrastructure for tourism (ZeDIT) serves as the technical basis for this. On this solid foundation, the observatory fulfills two core tasks. On the one hand, products tailored to user needs are offered, which contribute significantly to the financing but also to the further development of the ZTO and are strongly driven by demand from the private sector and the public sector. On the other hand, the processed data is used for knowledge transfer and knowledge acquisition in training, consulting and research."," Wyss Lucienne,  Zimmermann Luzia,  Wyss Melanie", Stuber-Berries Nicole
1236,43690,Untersuchung zu sexuellen Rechten als Grundlage der Sexualaufklärung in der Schweiz. Konzeptionen professioneller Akteursysteme der Sexualaufklärung ,https://www.hslu.ch/de-ch/hochschule-luzern/forschung/projekte/detail/?pid=3639,Abgeschlossen,2016,2017,Institut für Sozialpädagogik und Bildung Forschung,"Study on sexual rights as the basis of sex education in Switzerland. Conceptions of professional actor systems of sex education The second phase of the research project is presented here. The perspectives of professional actor systems that carry out sex education in the context of public schools are examined. Teachers and specialists are surveyed. The second phase of the research project deals with formal sex education in the context of public schools and focuses on the views of teachers and professionals on sexual health issues. In particular, she investigates the question of whether and to what extent sexual rights - including the right to physical integrity - are integrated into school sex education. In this context, research is to be carried out into how well known or relevant sexual rights are for the professional actor systems and what importance they attach to these rights in their practice of sex education. This second phase complements the first phase of the research project, in which the perception, interpretation and practice of sexual rights of parents and young people as a basis for informal or family sex education were surveyed in 2015-2016. The overall aim of the research project is to present the concepts of sex education and sexual rights that exist in practice among relevant stakeholders such as parents, young people and professionals. The recommendations derived from the research results are intended to form the basis for the further conceptual development of formal sex education in teaching and practice. This exploratory study with a qualitative design is a joint research project of the Haute école de travail social Geneva (HETS), the Lucerne School of Social Work and SEXUAL HEALTH Switzerland.", Koschmieder Nikola, Kunz Daniel
1237,34688,"TeMB-Studie: Teilhabe von erwachsenen Menschen mit einer körperlichen, kognitiven oder psychischen Beeinträchtigung",https://www.hslu.ch/de-ch/hochschule-luzern/forschung/projekte/detail/?pid=3275,Abgeschlossen,2015,2017,"Institut Sozialmanagement, Sozialpolitik und Prävention Forschung","TeMB study: Participation of adults with a physical, cognitive or mental impairment The TeMB study investigates the opportunities for participation of adults aged 30 to 50 with a physical, cognitive or mental impairment in Switzerland. “Full and effective participation and inclusion in society” is a principle in the UN Convention on the Rights of Persons with Disabilities (Art. 3), which Switzerland joined on April 15, 2014. In this context, the question arises as to the participation of people with disabilities in Switzerland. To what extent do they have access to different areas of life and can they develop as best as possible in their existence? The TeMB study investigates the opportunities for participation of adults aged 30 to 50 with a physical, cognitive or mental impairment in Switzerland. Interest is focused on the opportunities for participation in the areas of work, housing, education, family/partnership and relaxation/leisure time/cultural life. As part of the study, the following main questions will be addressed: What opportunities for participation and what limitations are there with regard to participation? What barriers to participation and facilitation factors are there and how are they dealt with? What resources can people with disabilities access for themselves and what support needs are there? The research design is qualitative. By means of problem-centered interviews, people living in Switzerland with a cognitive, physical or psychological impairment are interviewed[1]. The research process is based on grounded theory and is cyclical. Phases of data collection and evaluation alternate. The data is evaluated using theoretical coding. The TeMB study is carried out by the Lucerne School of Social Work and the Intercantonal University for Curative Education on behalf of Pro Infirmis and financed by Pro Infirmis. The aim of the study is to find out more about the phenomenon of participation from the perspective of people with disabilities in order to be able to draw conclusions for improving inclusion and participation in Switzerland. [1] The people are recruited in the cantons of Thurgau, Schaffhausen, Lucerne, Obwalden, Nidwalden, Graubünden, Zurich or Basel."," Berger Fabian,  Kyburz Stefanie", Pfister Andreas
1238,43173,«eBanking – aber sicher»,https://www.hslu.ch/de-ch/hochschule-luzern/forschung/projekte/detail/?pid=3611,Laufend (Aktiv),2008,2027,Information Security & Privacy DL,"""eBanking – but secure"" The “eBanking – but secure!” service (EBAS), which is offered by the Lucerne University of Applied Sciences and Arts, supports end customer advisors and internal bank helpdesk employees on all aspects of IT security with a focus on e-banking and end customers. Website service package Publishing and designing guidelines for the secure use of e-banking applications by end customers. (Public service, accessible to everyone) Courses for end customers Easy-to-understand courses for end customers at various locations throughout Switzerland with information on general computer security issues and, in particular, on e-banking security. (Public service, accessible to everyone) Media monitoringIT security-specific monitoring with a focus on eCommerce and end customers of the most important media; Active observation of the media landscape and direct preparation and dissemination of any necessary statements for the attention of the financial institutions involved in the project. (Standard service for member institutes) Training for customer service staff Training for end customer advisors and helpdesk staff so that they can competently cover the topic of IT security. (Project-related, fee-based service that is only offered to member institutes) Benefits The end customer advisors and the employees of the helpdesk can provide more competent advice on all aspects of IT security. Instructions for using the eBanking applications securely are made available centrally and reduce the internal effort. By pointing out media reports at an early stage, including the corresponding statement, fears and anxieties about e-banking can be addressed more competently. The addressee-oriented processing of information promotes trust in the use of e-banking applications."," Portmann Armand,  Näf Björn,  Gössi Cyrill,  Walker Daniel,  Schupp Dominik,  Dubler Fernand,  Pooyan-Weihs Ladan,  Tuccillo Maurizio,  Jeltsch Melanie,  Fischer Peter E.,  Holbein Ralph Rainer,  Dörig Rita", Hirschi Oliver
1239,55983,Wertschöpfung der WinterCARD für die Destination Saas-Fee/Saastal,https://www.hslu.ch/de-ch/hochschule-luzern/forschung/projekte/detail/?pid=4156,Abgeschlossen,2018,2018,CC Tourismus,"Added value of the WinterCARD for the destination Saas-Fee/Saastal Estimation of the added value triggered by the WinterCARD in the destination, based among other things on an econometric analysis This HSLU calculates the added value triggered by the WinterCARD in the Saas-Fee/Saastal destination. The calculations are based, among other things, on an econometric analysis."," Steffen Angela,  Wallimann Hannes", Stettler Jürg
1240,53867,Box Light System,https://www.hslu.ch/de-ch/hochschule-luzern/forschung/projekte/detail/?pid=4188,Abgeschlossen,2018,2019,CC Gebäudehülle,"Box light system The newly developed, innovative product BOXS is to be further developed into a BOXS Light Version for humanitarian purposes and development aid. This is the result of an intensive market analysis and contacts with aid organizations that are active in the international humanitarian field. We have consistently received the requirement that BOXS is very interesting for these areas of application - however, the design of the product must be optimized. The main requirements/expectations are: Develop a product that can be created with local materials as far as possible and is significantly cheaper than the existing one.", Perez Gamote Ringo, Luible Andreas
1241,2548,IMPACT,https://www.hslu.ch/de-ch/hochschule-luzern/forschung/projekte/detail/?pid=887,Abgeschlossen,2010,2012,iHomeLab,"IMPACT Impact aims to research and develop an infrastructure for personal energy management (PEM) applications such as energy consumption visualization, load control and integration of renewable energy sources. This infrastructure is based on the IPv6 protocol. In order to achieve this goal, numerous technical challenges have to be solved at different communication levels. The project results are validated by prototype tests in the smart home and by field tests in apartment buildings. The most important scientific and technical project goals are: Seamless integration of energy-saving radio and powerline communication Adaptation of the IPv6 protocol for narrow-band PEM networks Development of an interface to other in-house networks"," Ziswiler Adrian,  Klapproth Alexander,  Nieke Clemens,  Kaufmann Lukas,  Kistler Rolf,  Tomek Stephan", Andrushevich Aliaksei
1242,86127,P-11 Datenschutz,https://www.hslu.ch/de-ch/hochschule-luzern/forschung/projekte/detail/?pid=5920,Laufend (Aktiv),2021,2024,Allgemeine F&E,"P-11 Privacy Transfer of the current scientific findings on data protection into teaching. This project is a sub-project within the PgB project: ""Strengthening the scientific orientation: reflection on research - analysis of professional practice"". As part of this project, technical data protection tools for research and teaching at universities of applied sciences are to be made available. This example should also be used to reflect on which format is best suited for the systematic transfer of research results into teaching and what should be considered in the future."," Arnold Dieter,  Obermeier Sebastian", Hänggi Esther
1243,31156,Home4Dem,https://www.hslu.ch/de-ch/hochschule-luzern/forschung/projekte/detail/?pid=4012,Abgeschlossen,2015,2018,iHomeLab,"Home4Dem Home4Dem examines ICT solutions to support independent living at home for people with dementia. This includes infrastructure such as some already existing, sensor-based activity monitoring systems, the corresponding software algorithms for ""behavioural analysis"" and also mobile applications for operation and information retrieval - primarily intended for relatives."," Andrushevich Aliaksei,  Paice Andrew,  Bolliger Daniel,  Heer David,  Birrer Edith,  Graf Florian,  Odermatt Isabelle,  Wessig Kerstin,  Wüthrich Martin,  Schmieder Paul,  Kistler Rolf,  Fux Sarah,  Gretler Heusser Simone", Nieke Clemens
1244,50623,Innovation implementation in practice through interdisciplinary research,https://www.hslu.ch/de-ch/hochschule-luzern/forschung/projekte/detail/?pid=3886,Abgeschlossen,2017,2018,Institut für Sozialpädagogik und Bildung Forschung,"Innovation implementation in practice through interdisciplinary research As part of the COST Action IS1405 “Building Intrapartum Research Through Health (“Birth”)”, which is a sub-program of Horizon 2020, from 12.-14. February 2018 the COST Training School took place in Lucerne and the surrounding area. The theme of this interdisciplinary and interprofessional conference is “Innovation Implementation in Practice Through Interdisciplinary Research”. It will bring together scientists and practitioners from all over Europe who are pursuing innovative research and development projects and their implementation in the field of psychosocial care for families around birth and in early childhood in science, politics and practice. The Training School promotes international networking and at the same time strengthens Switzerland's position as an important research partner within the EU and within the EU-COST-Action. Previous cooperation with various European universities and technical colleges will be deepened in an innovative framework. The focus of the event will be interdisciplinarity, change, theory-practice transfer and innovation. Therefore, scientists from the health sciences, social sciences, economics, art and law as well as experts from politics are invited to hold the conference at an innovative and creative location (KKLB: Kunst- und Kultur im Landessender Beromünster). All information about the program and registration can be found on the following website: https://eubirthresearch.eu/training-school-2018/", Auerbach Sarah, Meier Magistretti Claudia
1245,4814,Der sowohl als auch Raum,https://www.hslu.ch/de-ch/hochschule-luzern/forschung/projekte/detail/?pid=754,Abgeschlossen,2012,2014,CC Kunst & Öffentlichkeit,"The as well as space The front yard plays an important role as a filter space between the public and private. We are talking about the transition zone between the facade of a multi-party apartment building and the sidewalk on public land. This layer, which is often only a few meters wide, has to cope with a whole range of functions, meanings and the resulting interpretations. It is the membrane between anonymity on the sidewalk and security in your own home. Every (urban) culture develops its own system of architecturally mastering the transition from public to private space. Wherever the cross-section of the street permits, the buffer zone of the front garden was already established in the first building regulations at the end of the 19th century. Over the decades, it has emancipated itself from its original use as a ""spacer"" and in places has developed a life of its own. The front yard takes on a very specific kind of ""personality"" that is shaped by the individual and collective personalities of the residents, as well as by a common sense that does not allow for any extravagance in the city. At the same time, the front garden is and will remain a part of the public space, at least it is connected to it spatially and visually. Anyone who strolls through the streets knows this continuum of very different front gardens, which contributes significantly to the overall impression of a street. The project investigates the phenomenon of the front garden in urban space, taking into account various aspects such as the visual appearance, its (use) use and appropriation as well as the importance for the associated building itself and the ""neighboring"" public. The research question is: What is the significance of front gardens in public space for both residents and the public? How are the different claims negotiated and regulated? Which social ideas shape the regulation of the front yard zone and which actions are associated with the appearance and existence of front yards? By means of regular research walks in the two cities of Zurich and Basel, a photographic fund is created, the continuous evaluation and structuring of which leads to an independent artistic work. In addition, there is historical, urban planning and architectural research on the nature and value of the front garden in architectural history and the present. The combination of these two strands of research will be made accessible in a publication.",, Halter Marianne
1246,87403,Gewerberaumanalyse am Beispiel der Gemeinde Pratteln,https://www.hslu.ch/de-ch/hochschule-luzern/forschung/projekte/detail/?pid=6070,Abgeschlossen,2021,2022,CC Regionalökonomie,"Commercial space analysis using the example of the municipality of Pratteln How can existing commercial space potential in a municipality be recorded and better used as part of a targeted commercial space policy? This question is pursued using the example of the municipality of Pratteln, which has a very favorable location for business. For this purpose, the development of the commercial areas is analyzed with regard to attributes such as industry, structure, location or development using a proprietary method with georeferenced data. Together with the recording of the needs of the commercial actors via qualitative interviews, functional spatial considerations are made and strategic directions as well as any (support) measures are developed that contribute to improving the use of the existing commercial space potential."," Willimann Ivo,  Zöllner Silke", Gmünder Markus
